0.00033276684235431
13 3 8 7 20 11	0.00193798449612403
11 3 12 7 20 11	0.00203769740193581
11 3 8 7 20 11	0.00211304807184363
11 3 8 7 13 11	0.00191846522781775
10 3 12 7 20 11	0.00173611111111111
10 3 12 7 20 14	0.00157728706624606
10 3 12 7 13 11	0.00146466495789088
10 3 12 7 13 14	0.00128700128700129
10 3 6 7 20 11	0.00129366106080207
10 3 8 7 20 11	0.00176991150442478
10 3 8 7 20 14	0.00150432493418578
10 3 8 7 17 11	0.00131708923279552
10 3 8 7 13 11	0.00159235668789809
10 3 8 7 13 14	0.00130932896890344
20 3 12 7 20 11	0.00166666666666667
20 3 12 7 20 14	0.00150432493418578
20 3 12 7 13 11	0.00137551581843191
20 3 6 7 20 11	0.00124649423496416
20 3 8 7 20 11	0.00171969045571797
20 3 8 7 20 14	0.00144300144300144
20 3 8 7 17 11	0.00127754710954966
20 3 8 7 13 11	0.0015319800842589
20 3 8 7 13 14	0.00124107973937325
13 4 8 7 20 11	0.00126582278481013
13 3 12 7 20 11	0.00187441424554827
13 3 12 7 20 14	0.00164948453608247
13 3 12 7 17 11	0.0013076168682576
13 3 12 7 13 11	0.00158290462999604
13 3 12 7 13 14	0.0013531799729364
13 3 6 7 20 11	0.00143266475644699
13 3 6 7 13 11	0.00125786163522013
13 3 8 7 20 14	0.00162008910490077
13 3 8 7 1 11	0.00133913625711416
13 3 8 7 17 11	0.00146145414687614
13 3 8 7 17 14	0.00125509883903357
13 3 8 7 13 11	0.0017520805957074
13 3 8 7 13 14	0.00141342756183746
11 4 12 7 20 11	0.00128369704749679
11 4 8 7 20 11	0.00142500890630566
11 4 8 7 13 11	0.0012924071082391
11 3 12 7 20 14	0.00184928340268146
11 3 12 7 1 11	0.00126984126984127
11 3 12 7 17 11	0.00141143260409315
11 3 12 7 17 14	0.00131752305665349
11 3 12 7 13 11	0.00172191132156694
11 3 12 7 13 14	0.0014986886474335
11 3 6 7 20 11	0.00154798761609907
11 3 6 7 20 14	0.00131104555883317
11 3 6 7 13 11	0.00137221269296741
11 3 8 7 20 14	0.001806684733514
11 3 8 7 1 11	0.00145085237577077
11 3 8 7 10 11	0.00123228589032656
11 3 8 7 17 11	0.00158102766798419
11 3 8 7 17 14	0.00137551581843191
11 3 8 7 13 14	0.00156372165754496
10 4 12 7 20 11	0.00105014439485429
10 4 12 7 20 14	0.000965250965250965
10 4 12 7 13 11	0.000875465090829503
10 4 8 7 20 11	0.00112962439988704
10 4 8 7 20 14	0.000953516090584029
10 4 8 7 17 11	0.000872790748418067
10 4 8 7 13 11	0.00102092904543134
10 3 12 7 1 11	0.00106185293336873
10 3 12 7 1 14	0.000953516090584029
10 3 12 7 10 11	0.000877577885037297
10 3 12 7 17 11	0.00119402985074627
10 3 12 7 17 14	0.00112580917534478
10 3 12 6 20 11	0.000940291490362012
10 3 6 7 20 14	0.00110314396028682
10 3 6 7 17 11	0.000920598388952819
10 3 6 7 13 11	0.00112771356075557
10 3 6 7 13 14	0.000922934933087217
10 3 8 7 1 11	0.00118623962040332
10 3 8 7 1 14	0.000982800982800983
10 3 8 7 10 11	0.00100175306786877
10 3 8 7 17 14	0.00116009280742459
10 3 8 6 20 11	0.000987410515921995
10 3 8 6 13 11	0.000922296518330643
20 4 12 7 20 11	0.00100300902708124
20 4 12 7 20 14	0.000919963201471941
20 4 8 7 20 11	0.00108813928182807
20 4 8 7 20 14	0.000910332271279017
20 4 8 7 13 11	0.000968992248062015
20 3 12 7 1 11	0.00101522842639594
20 3 12 7 1 14	0.000909711166704571
20 3 12 7 17 11	0.00113314447592068
20 3 12 7 17 14	0.00105988341282459
20 3 12 7 13 14	0.00119402985074627
20 3 12 6 20 11	0.000888888888888889
20 3 6 7 20 14	0.00105792118487173
20 3 6 7 17 11	0.000872029649008066
20 3 6 7 13 11	0.00105513057240834
20 3 8 7 1 11	0.00115207373271889
20 3 8 7 1 14	0.000945850082761882
20 3 8 7 10 11	0.000969227041434456
20 3 8 7 17 14	0.00111265646731572
20 3 8 6 20 11	0.000935891436593355
13 4 12 7 20 11	0.00114777618364419
13 4 12 7 20 14	0.00101445599797109
13 4 12 7 13 11	0.000961769656167348
13 4 6 7 20 11	0.000908471496706791
13 4 8 7 20 14	0.0010515247108307
13 4 8 7 1 11	0.000881445570736007
13 4 8 7 17 11	0.000983284169124877
13 4 8 7 13 11	0.00114580349470066
13 4 8 7 13 14	0.00092485549132948
13 3 2 7 20 11	0.000956937799043062
13 3 12 7 1 11	0.00117820324005891
13 3 12 7 1 14	0.00102066853789232
13 3 12 7 10 11	0.000972289742343218
13 3 12 7 17 14	0.00120264582080577
13 3 12 6 20 11	0.00101445599797109
13 3 12 6 20 14	0.000876616261231646
13 3 12 6 13 11	0.000868998479252661
13 3 6 7 20 14	0.00118729593351143
13 3 6 7 1 11	0.000952380952380952
13 3 6 7 17 11	0.00104248110502997
13 3 6 7 17 14	0.00087931413497472
13 3 6 7 13 14	0.00100225507391631
13 3 8 7 1 14	0.00108962135657859
13 3 8 7 10 11	0.00112930547713156
13 3 8 7 10 14	0.000904772675865189
13 3 8 4 20 11	0.000883977900552486
13 3 8 6 20 11	0.00110344827586207
13 3 8 6 20 14	0.000894254415381176
13 3 8 6 13 11	0.00102616726526424
11 4 12 7 20 14	0.00116414435389988
11 4 12 7 17 11	0.000918906501263496
11 4 12 7 17 14	0.000861141011840689
11 4 12 7 13 11	0.00107613666935701
11 4 12 7 13 14	0.000938526513374003
11 4 6 7 20 11	0.00100933636134242
11 4 6 7 20 14	0.000861511953478355
11 4 6 7 13 11	0.000882807327300817
11 4 8 7 20 14	0.00120918984280532
11 4 8 7 1 11	0.000983767830791933
11 4 8 7 10 11	0.000874508089199825
11 4 8 7 17 11	0.00109529025191676
11 4 8 7 17 14	0.000953288846520496
11 4 8 7 13 14	0.00105263157894737
11 3 2 7 20 11	0.000990834778300718
11 3 2 7 13 11	0.000875656742556918
11 3 12 7 1 14	0.00112739571589628
11 3 12 7 10 11	0.0010452051215051
11 3 12 7 10 14	0.000884173297966401
11 3 12 6 20 11	0.00109859928591046
11 3 12 6 20 14	0.000968288549987896
